brand,key,author,date,stars,title,helpful_yes,helpful_no,text,taste,ingredients,texture,likes
bj,24_bj,Holls,2019-08-06,1,"If I could give no stars, I would.",7.0,1.0,"Coffee Heath Bar crunch has been my favorite flavor of icecream since I can remember. I decided to try the new product because I figured it wouldn’t be too much different from the original. I can’t pretend to eat it. Knowing what the flavor was to this?! No comparison. I read all of the responses from Ben and Jerry’s on this site and they claim that the point was to not replace the product. If it wasn’t to replace why was Coffee Heath Bar crunch discontinued? Have the Non-GMO (I mean, we’re talking about a treat here) and the original one if it wasn’t meant to be a replacement. I haven’t bought a Ben and Jerry’s product since and I used to have my freezer full. Such a disappointment.",,,,
bj,24_bj,Disappointed Customer,2017-06-23,1,It seems no one is listening,32.0,5.0,"This ice cream is just disgusting. You say you weren't replacing Coffee Heath Bar Crunch but you were, I red it at the time. I get the GMO thing but as others have said ice cream isn't healthy and we can make our own choices. You keep telling people it is a manufacturing error IT'S NOT the ice cream is just BAD. Why are you treating your loyal customers like this. Fix it or agree that you can't reproduce one of the best flavored ice creams you had. It doesn't make the top 10 anymore but Coffee Heath Bar Crunch was always in the top 10.",,,,
bj,24_bj,Cnyc,2017-07-09,1,oh no no it has changed,36.0,5.0,"I noticed the name of my favorite ice cream changed in the grocery store today and tried it anyway - I figured swapping toffee bars wouldn't make that big of a difference but the coffee base changed too. It's no longer rich, the toffee no longer produces that sticky liquidy toffee pool. Instead, this toffee melts into a pretty gross dark brown grainy mess. The left over flavor is just yucky. Don't buy this. CHBC is gone and this is not a replacement.",,,,
bj,24_bj,Ommmmmm,2019-03-17,1,A poor replacement,3.0,0.0,Coffee Heath bar crunch was my favorite flavor.,,,,
bj,24_bj,tcwoody99,2017-10-05,1,Disappointed,6.0,1.0,"I have recently decided to make my way through all of the B&J flavors (I have gone through an embarrassing number of pints embarrassinly fast..) and this was one that excited me at first sight. I love coffee ice cream and I love toffee, so I thought the two together would be a great mix. Sadly, the coffee flavor was very weak, and the toffee tasted almost metallicy. I thought maybe it was just a bad bite, but every piece of toffee had that same metallic taste, and all of the ice cream that touched the toffee was given that flavor as well. Overall, I was highly disappointed, and very saddened because this was the first flavor I have tried that I did not like. I will be throwing away my pint and not buying this flavor again.",,,,
bj,24_bj,brianctoner,2017-04-30,1,Sad Face,21.0,2.0,"I love coffee, I love toffee, I don't care for this flavor. Strangely metallic flavored toffee. I bought this a few years ago and hoped that it had improved. Well, it did improve, but it still isn't great. It went from inedible to tolerable. This ice cream tasting bad just makes me sad. I don't want a refund, I don't want coupons, I just want this ice cream to taste good.",,,,
bj,24_bj,Madelyn,2018-10-09,1,Yuck!,5.0,0.0,"I wish I had read the reviews, this ice cream is disgusting! I love Ben and Jerry’s and like to try new flavors but this was a huge let down. The ice cream has little flavor and the toffee is indescribably bad. Like other reviewers said it tastes metallic and like a sugar free candy. The texture is grainy unlike other Ben and Jerry’s ice creams. I was wondering if I got a weird pint until I read the other reviews. I threw the pint away it, it was inedible. I expect more from Ben and Jerry’s.",,,,
bj,24_bj,VellyBelly,2019-10-28,1,Nothing good lasts,21.0,3.0,I bought this the other day and was soooooo ready to dig in. Boy was I disappointed. Immediately there was a difference. The coffee has no flavor. It lost all the richness. Oh and the toffee bars. Ugh! Totally gross. This tastes like the diet version. I understand why you guys made the changes and I'm glad to support the cause. I guess I'll just have to find a new ice cream.,,,,
bj,24_bj,KentM,2018-07-29,2,Not near good as previous Heath Bar Crunch,5.0,0.0,"Wife and I just bought a pint of the Coffee Toffee Bar Crunch because it has been a year at least since we had one. Today was a test to see if maybe had gone back to Heath Bar toffee. NOT. Whatever kind of toffee being used now is, apparently lots less money is the usual reason for change...big mistake. The Heath Bar version, I am betting, far outsold the present blend. The present toffee blend...we did not eat much of the pint, maybe total 3 spoonfulls. The rest...we tossed into trash.",,,,
bj,24_bj,,2017-10-15,1,My guilty pleasure is gone,5.0,0.0,I used to keep track of what stores had the Coffee Heath Bar Crunch for those times when you just need a good pint of ice cream and a movie. Knowing that it isn't out there anymore is sad in a way the surprises me. And it's not like an old Atari you can find on eBay. It's just... gone. I didn't hear about the change but noticed it was really hard to find the flavor when I was looking for it. Then I found the Coffee Toffee Crunch and thought they might have just changed the name. Then I tasted it and thought I must have gotten a bad pint. Then I read the label and realized my favorite flavor was gone. I can only hope someday they'll bring it back. Maybe Health Bar can meet the free trade non-GMO requirements? What's so wrong with GMO anyway? Isn't that just called science? Isn't that how we cure disease?,,,,
bj,24_bj,,2019-03-17,5,Love the coffee and the toffee!,2.0,0.0,Maybe it's because I had never tried the original. But I love this flavor! It is one of my go tos! The coffee ice cream is delicious and the toffee is a tasty buttery crunch! Mmmm!,,,,
bj,24_bj,Zorg,2020-06-12,2,Bring Back the Original,2.0,1.0,"Let me be clear: I want to give this 1 star for how disappointed I am. I threw in the extra recognition because the idea is amazing. I was fortunate enough to try the original with Heath, but sometimes I wish I never knew how heavenly it was. It hurts so much to lose my favorite ice cream flavor strictly due to an ingredient change. The toffee is mediocre and reminds me of the cheap caramel from my childhood. It’s a critical difference from the original, more buttery and crunchy delight. Please, for my sanity, bring back the original flavor or just put this flavor to rest. I can’t take any more disappointment when I see it next to my second favorite flavor, skipping this one every time...",,,,
bj,24_bj,Me2me,2018-01-11,1,Doesn't taste right,4.0,1.0,"I'm so upset at the taste of this ice cream that I made my way to you're website just to express my concerns. Okay so I love coffee, especially coffee ice cream. When I stumbled upon this ice (which was in sale) I thought I found a a yummy treat. Boy was u wrong and disappointed. The coffee flavor isn't bad. But the toffee. Yuck. It has like a sour milk metal taste to it. And no its not expired and in eating the ice cream with a plastic spoon. Something is just not right. And with the other reviews, I know it's not only me who feels this way.",,,,
bj,24_bj,GiantBlue2,2018-01-10,1,Never again!,4.0,1.0,"I rarely buy B&J's but the CHBC was my fave, so when asked what kind of ice cream I wanted with Christmas dessert it was the first thing I thought of. I could hardly wait! Imagine the disappointment when met with this horrid excuse for coffee/toffee ice cream! I get the whole non-GMO thing, but is there no one making a decent non-GMO toffee bar that you could use? One bite and I knew it wasn't Heath - though I hadn't heard you were making a change. I complained pretty vocally so my sister actually showed me the container to prove it wasn't a generic brand. It was then that I noticed the change in the name. I wish I had known. What a waste! If Karamel Sutra wasn't so good, I wouldn't even look at the Ben & Jerry's section of my store's freezer.",,,,
bj,24_bj,Sijnaanik,2018-05-03,1,WHY????,6.0,1.0,"Coffee Heath Bar Crunch was one of my favorite ice creams of all time, but I can't even eat this. I get that some people have an irrational fear of GMOs, but that is no reason to manufacture a bad-tasting product. If you really can't use Heath then find some other toffee that tastes good; I imagine it can't be that hard to do. Until then I'm not buying this (and since you discontinued most of my other favorites, my overall Ben and Jerry's purchases have been and will be infrequent).",,,,
bj,24_bj,lily14,2017-08-31,1,Gross,4.0,0.0,"Awful, metallic, bland taste. CHBC was infinitely better. Although B&J claims it was not a replacement, despite being dished out directly after CHBC was discontinued, it is clear that this was meant to appease CHBC lovers. B&J could not have been farther off in this assumption. This ice cream went straight into the trash after five people took a bite and determined something was ""off"" years ago. It was purchased again recently with the same conclusion. Awful.",,,,
bj,24_bj,nyc ice cream,2017-04-25,1,Awful since they dropped the heath bars,13.0,2.0,"Coffee Heath Bar Crunch was my favorite B&J flavor. Bought this when they first made the change and thought I'd gotten a spoiled batch. As others have noted, terrible metallic taste, and the ""toffee"" tasted bad and had the wrong consistency--like a crunchy sponge instead of dense. Have never bought this flavor again.",,,,
bj,24_bj,Jtc3,2017-06-01,1,I miss the old recipe,7.0,0.0,Today I was daydreaming about the original toffee heath bat crunch. It's been over 2 yrs since I've had been and jerrys. This flavor was the last one that I ate. It was horrible. Of course I was comparing it to coffee Heath bar crunch which was magical tasting.,,,,
bj,24_bj,kkudlich,2018-11-02,1,Let’s not fool ourselves.,7.0,1.0,"As much as you insist that this isn’t a replacement for Coffee Heath Bar Crunch, it absolutely is, and it’s a failure. How did you manage to find the grossest toffee bars on the planet to put in this abomination? And the coffee ice cream— icy and terrible. Awful, and substitution for the old delight that was Coffee Heath Bar Crunch— a flavor to which I would credit my bachelor degree, as it did its part in getting me through college.",,,,
bj,24_bj,Liz88,2017-05-28,1,If you can't do it with the heath bar....,4.0,0.0,So coffee Heath bar crunch was my jam. I agree with many of the other reviewers that the toffee used now for this ice cream is really bad and leaves a bitter taste.... so disappointing because the old version was amazingly delicious. I know your comitting to non-gmo products so perhaps partner with a different toffee maker? or make a plain coffee ice cream. B&J's coffee ice cream base is great so I I would just buy that and buy my own Heath bars!!!,,,,
bj,24_bj,DisappointedPortland,2018-09-03,1,Unfortunate ... not at all the taste I remember.,6.0,0.0,"I love the coffee flavors from Ben and Jerry’s and “Coffee Heath Bar Crunch” was my all time favorite so I figured this might come close... and no, sadly it doesn’t. The toffee is grainy and sweet, tastes very little of anything. The coffee ice cream is much less richly flavored, sigh. I had a few bites and tossed the pint.",,,,
bj,24_bj,Whale,2018-03-10,1,Worst Marketing Choice Ever,6.0,2.0,"I understand what Ben&Jerry's is trying to do, but I no longer have a Ben&Jerry's flavor that I like enough to buy. Coffee Heath Bar Crunch was my favorite flavor and I bought it every single week. I tried this new one, thinking it must be the same thing with a new name; However, this toffee is horrible and almost tastes metallic. The taste of the ice cream is completely different. You're better off just buying a different brand of plain coffee ice cream and adding Heath Bars, or whatever toffee you enjoy, to that.",,,,
bj,24_bj,William Q,2018-02-01,5,BEST FLAVOR EVER!!!,5.0,4.0,"I can't believe I am seeing these negative review's. I am a fan of ice cream in general. I live in Schenectady NY and if anyone doesn't know this where some of the best ice cream in the country comes from. That said... This is my absolute FAVORITE flavor of all time. Awesome flavors. Together! But it is hard to find now and there's similar flavors out there but none with big chunks of toffee in it! Plus the coffee flavor compliments the toffee so well. I usually stick to my local brands, but this is by far one of the best out there!!! Why can't I find it anywhere guys!?",,,,
bj,24_bj,drewfaulk,2018-04-21,1,Unconscionable Adulteration of a Perfect Product,8.0,2.0,"I check back every year or so to see if B&J has listened to their customers and gone back to the original Coffee Heath Bar Crunch recipe, but see they’re sticking to their guns on this one. This product used to be perfect and now doesn’t even taste like a treat. I’m shocked that the company would settle for this nothing-like-the-product-it-replaced substitute. Why would non-GMO and fair trade make it taste so much worse? Ben and Jerry’s are in the wonderful position to effect change by CREATING DEMAND for non-GMO and responsibly-sourced ingredients by showing how wonderful they can be: this does the exact opposite and actually hurts their cause. Dumbest business move since New Coke. After 4 years of hoping and waiting, I’m giving up on hope they’ll ever see the light or listen to their customers; This was my last appeal.",,,,
bj,24_bj,Michael,2017-10-10,1,Go To The Graveyard Already!,6.0,1.0,"After being a huge fan of the CHBC, I was quite upset when the new flavor came out and still am. The coffee ice cream and toffee bar is absolutely disgusting. The toffee doesn't have the flavor that Heath Bar or Skor does, and the coffee ice cream is also horrible. I asked somebody else to try this flavor after it changed and they also thought it was disgusting.",,,,
bj,24_bj,NickW2,2017-05-20,1,Awful...,7.0,0.0,"Since they don't sell regular coffee by the pint, I used to settle for Heath Bar Crunch. The contract must have expired and they replaced it with some awful generic.
Coffee is still good, toffee is inedible.",,,,
bj,24_bj,ToffeeSlag,2019-09-19,2,Nope. This Ain't It.,1.0,0.0,"So today I tried B&J's Coffee Toffee Bar Crunch for the first time two different ways (as is my custom): very firm straight out of the freezer and slightly softened after having sat out a bit. I give this flavor a ""meh"" out of five. The large toffee bar chunks, purportedly fudge covered [shrugging emoji], don't do justice to the coffee ice cream. For me the pinnacle of grocery store coffee ice cream is Trader Joe's Brownie Coffee Crisp ice cream sandwiches. If Ben & Jerry's can pint up their version of somethingverysimilartothat, I will probably bankrupt myself when I find it in stores! That combo of soft brownie, small, solid chocolate bites and coffee ice cream is my jam. But toffee slag? Not so much.",,,,
bj,24_bj,Pamela56,2020-01-30,5,It says what it is. Great title,2.0,1.0,This is my favorite Ben & Jerry's flavor. I have had trouble finding it in my location 65109 and 65101. I love the coffee flavor with the flavor of the heath bar and the crunch of this ice cream. I am gluten free and so may flavors have cookie dough which automatically eliminates those options. Love this ice cream. Please start delivering this back to the zip code locations of 65101 and 65109. I have not been able to find this flavor in Jefferson City. Miss this ice cream which is what prompted me to make this review. Love the ice cream flavor of Coffee Toffee Bar Crunch.,,,,
bj,24_bj,Juliennes,2018-02-27,1,What a disappointment....,4.0,2.0,"I don't eat a lot of ice cream in order to try and avoid too much sugar. But I wanted a treat and Coffee Heath Bar has always been my favorite ice cream. I picked up a pint and was so looking forward to the indulgence. What an absolute disappointment it was. I originally thought it was me...maybe I had dreamed it up in my head that it had tasted better than it did in reality. I had some more the next day and it still was not good. I had my son try some and he agreed. I was not going crazy. The toffee pieces are just awful. I am all for the non-GMO movement but honest to God, I would gladly take the Heath Bars back regardless. It was a delicious treat that is now a huge let down. I truly hope that I can find some replacement :(",,,,
bj,24_bj,Dave P WA,2018-08-20,1,non-GMO isn't really science,10.0,1.0,"Wow, eliminating my favorite ice cream for this dreadful concoction for completely non-scientific pseudo-science mumbo jumbo fakery reasons is just stupid.",,,,
bj,24_bj,RichardA,2019-02-24,1,Bring back the Heath Bar!,6.0,0.0,This is very disappointing stuff. I'm sure that the company that makes this tasteless toffee is very happy to have actually found someone to buy it. What's next...Phish Food with actual fish?,,,,
bj,24_bj,RaeU7916,2019-05-13,5,Oh me goodness!!,2.0,2.0,Saw this little guy in the freezer section and thought to my self my two favorite things so why now try it?! Got home and had a bit and it rocked my world. This flavor is amazing!! Delicious notes of coffee and massive chunks of toffee!! Pure delicious bliss for me. I went back and bought two more!!!,,,,
bj,24_bj,Madelyn,2018-10-09,1,Yuck!,2.0,0.0,"I wish I had read the reviews, this ice cream is digusting! I love Ben and Jerry’s and like to try new flavors but this was a huge let down. The ice cream has little flavor and the toffee is indescribably bad. Like other reviewers said it tastes metallic and like a sugar free candy. The texture is grainy unlike other Ben and Jerry’s ice creams. I was wondering if I got a weird pint until I read the other reviews. I threw the pint away it, it was inedible. I expect more from Ben and Jerry’s especially at $5/pint.",,,,
bj,24_bj,Andrew P,2019-01-04,1,Metallic taste still there,2.0,0.0,"It’s really not hard to make great-tasting buttery toffee candy. I used to do it all the time in my own kitchen, and I liked mine just as much as I like Heath bars. Please find a supplier of non-GMO toffee that doesn’t taste like a nickel-cadmium battery. Geez, maybe I’ll start up my own toffee company and underbid whomever you’ve contracted with just to save my formerly favorite ice cream flavor. (Well, second favorite of all time after Dastardly Mash — yeah, I go back that far.)",,,,
bj,24_bj,Susan,2019-06-04,5,Delicious,13.0,5.0,"This is my favourite flavour of Ben and Jerry's. The contrast between the rich coffee ice cream and the sweet crunchy toffee is lovely. My two main grocery stores appear to have stopped carrying it, and that makes me very sad. (I found this site because I was searching to see if Ben and Jerry's had discontinued it.)",,,,
bj,24_bj,SarahBucky,2018-05-20,1,Terrible!,3.0,0.0,"Would have given it zero stars, if possible! This flavor is awful! The toffee is terrible! I could and do make better toffee in my kitchen. This was a bottomline decision. GMO, Fair Trade blah...blah, blah...blah, blah. Ruining one of the best BnJ's flavors was a bottomline decision by the parent company, Unilever. If BnJ's was purchased by Hershey, Heath bars would still be in use.",,,,
bj,24_bj,Theresa,2018-10-07,1,Sucks,4.0,0.0,I used to love your coffee heath bar ice cream. But then you took away the heath and put in cheap toffee. Yuck!!! You totally ruined my once favorite ice cream by getting rid of heath for cheap toffee. Now I will NEVER by any Ben & Jerry's ice cream.,,,,
bj,24_bj,Jfer,2017-06-04,1,Do not like new toffee bar,4.0,0.0,"I have tried the new blend of coffee toffee twice and the toffee is disgusting. Coffee heath bar crunch use to be my favorite flavor, but I cannot even chew the new toffee without gagging.",,,,
bj,24_bj,Kathy1950,2018-08-26,1,Horrible replacement!,4.0,0.0,Miss the full flavor heath bar and the big pieces. This is way off the mark leaving a nasty bitter taste from both the coffee ice cream and the toffee pieces. Will never buy this again.,,,,
bj,24_bj,Mik123,2020-02-27,1,Lost a long-time customer,1.0,1.0,"Coffee Heath Bar Crunch was one of my favorite indulgences ever since I started eating ice cream as a kid. Upon trying this changed version, I was so repulsed by the new toffee that I feel like I can no buy B&J's in the hopes that hear us on this particular flavor. I can at some level understand switching away from Heath Bars but there's plenty of ways to get a decent tasting non-Heath substitute (I've had a lot of good toffee in my time). But with this version it's like they're trying to make the worst toffee possible. B&J's product people please please please hear us!!! :(",,,,
bj,24_bj,Pearson88,2018-09-09,1,Used to be my favorite,3.0,0.0,"Coffee Health Bar Crunch was my all time favorite ice cream. When I went. To get a pint and saw the name change I was confused, but figured maybe it was rebranding of some sort, but when I took it home and tried it I realized I was wrong. Honestly, the new toffee is gross and I couldn't even bring myself to eat t.f he pint. So disappointing!",,,,
bj,24_bj,MarkChana,2018-10-03,1,Bring back Heath,4.0,0.0,The new chocolate covered toffee pieces are terrible. They taste like ash. This was among my favorite flavors back when Heath bars were being used. Shame it fell so far.,,,,
bj,24_bj,ConorC12,2017-05-18,1,Flavor,7.0,1.0,The ice cream wasn't even coffee flavored and the toffee pieces left a bad taste in my mouth,,,,
bj,24_bj,Jo28,2018-08-30,5,Lip smacking,3.0,4.0,"My mum got this ice cream last week and we finished the whole thing in two days. The crunchy, crispy toffee pieces laced in fudge was heavenly. I just have to close my eyes and enjoy everytime a piece of toffee gets in my mouth. How this flavour got such low stars is something I would never understand in this lifetime. Mum’s a huge fan of coffee icecream and she just can’t stop raving about it. For sure this flavour is something we’ll keep coming back to. It’s like the gold standard of all coffee icecreams that exist in this world. Thanks a ton B&J.❤️",,,,
bj,24_bj,RF144,2020-01-26,5,I really like it!,1.0,2.0,"I just discovered Coffee Toffee Bar Crunch recently. I usually stick to Cherry Garcia, New York Super Fudge Chunk, and Chocolate Chip Cookie Dough. But when I realized how much I love toffee, and saw this in the store, I thought I'd give it a try. I'm not a coffee drinker, but what the hey? Boy, I really like this ice cream! The toffee pieces are much bigger than I expected, and that's a plus! I read some reviews from people who enjoyed the Heath bar version, but not this one. I'm sorry they don't like it, but I think it tastes great. Thanks, Ben and Jerry and the ice cream team!",,,,
bj,24_bj,CClW,2017-08-13,1,"Blood ice cream, anyone?",7.0,2.0,One time my neighbor talked me into licking her metal swingset. It was winter and I was a gullible kid.,,,,
bj,24_bj,jkmm,2018-05-10,1,Used to be my second favorite,4.0,0.0,Decided to try again since I heard changes had been made but the toffee is still not good. Please keep trying!,,,,
bj,24_bj,Kimbe51,2018-08-08,1,Gross,4.0,0.0,Not the same since you are not using Heath Bar....I will no longer buy...It was gross...waste of money.,,,,
bj,24_bj,Katluv,2018-02-11,5,Love it!,4.0,0.0,Lover it so much!! Would buy again and again!! Miss the old version but still great!!,,,,
bj,24_bj,Wayne,2019-01-28,1,Changed formula??,5.0,1.0,"I was highly disappointed with the flavor, much different than the Heath Bar crunch my wife and I loved! We ate a few bites out of this pint and looked at each other the same way, like, what the heck did they do to our ice cream!!! Ugh!! By the way, what the heck DID you do to our ice cream!?!",,,,
bj,24_bj,efw63,2018-01-01,5,Love it!,5.0,1.0,"I hear that you may go back to the old recipe. If you do, I hope that you keep this one too! I love it! Some complain about the coffee being bitter, but it offsets the toffee perfectly. Love that toffee too! I have to make a special trip out of town to find it, but it's worth going after.",,,,
bj,24_bj,ChelleS,2018-02-11,5,Love Love Love,4.0,0.0,This Ben & Jerry's flavor is dangerously delicious!!!,,,,
bj,24_bj,CoffeeIceCreamLover,2018-02-23,5,YUM!,5.0,1.0,"I love coffee ice cream and this one did not disappoint! I found it creamy and delicious. There are other brands whose coffee leaves me with kind of a thick disgusting taste in my mouth, but not this one! It was absolutely yummy! As far as the crunch, that part was a nice treat.",,,,
bj,24_bj,shannonCA,2018-06-19,5,Only one problem...,1.0,1.0,"Coffee Heath Bar Crunch was a magical concoction! Then it changed, and yes, it was gross and metallic for a while. But I have to say, it seems to have improved. It's not exactly the same as it used to be, but its much much better than the metallic one. I am 7 months pregnant now and it is 100% my biggest craving. Only one problem: I can never find it near me!!! The stores that are listed to carry this flavor never have it in stock, and now my poor husband is enslaved to finding it at all costs hahah! Please tell me how I can get my hands on a consistent supply!",,,,
bj,24_bj,Grandma Leslie,2018-03-08,5,Absolutely Delicious,3.0,0.0,"This is by far my favorite Ice Cream. I have a very poor appetite and even my doctors tell me I can eat as much ice cream as I want, I usually finish this in 2 sittings. The only problem is that my Giant Eagle runs out of it very quickly.",,,,
bj,24_bj,Kjd313,2018-04-22,5,Definitely a favorite,5.0,4.0,"I love coffee ice cream, and toffee is my favorite type of candy, so this is obviously a winner for me. I've seen a lot of criticism about the toffee in this but I LOVE it. It's better than heath or skor in my opinion. It's much crunchier and it has more of a buttery taste. Every time I eat this ice cream I wish that I could buy the toffee itself to snack on, Maybe Ben & jerry's could start making candy too?!",,,,
bj,24_bj,COMtnMama,2018-04-10,5,Coffee & Toffee deliciousness,5.0,2.0,"This flavor is just so delightful. Robust coffee flavor tempered with the creaminess of ice cream, and crunchy toffee pieces, with bits of gooey goodness as you eat. It's really hard to get the right balance for a coffee ice cream, and somehow you found it! Such a great pairing with toffee! This Ben & Jerry's flavor I'll be returning to again and again!",,,,
bj,24_bj,Ezcarter04,2018-03-12,5,The single best ice cream in history,3.0,0.0,I try to be objective but it’s hard because this is the best freaking ice cream ever. Coffee toffee is amazing (and I’m a Mormon) and I will die if it gets discontinued.,,,,
bj,24_bj,meme,2017-08-10,5,Best Flavor Ever,4.0,1.0,"sorry to say i never tried your ""original"" but recently discovered this version: Coffee Toffee & must say: THANK YOU B & J - i am in love! cannot get enough of THIS flavor. gave up on anything else as a ""sweet treat"" won't be missing any of whatever it used to be. this is my Go-To, Gotta-Have-it ice cream, now & forever",,,,
bj,24_bj,,2017-05-14,5,Amazing combination of flavors,4.0,1.0,"I bought this after coming back from a vacation where they had toffee ice cream and was looking for something to fill the void it left, and I'm so glad I did! This coffee is not over powering in its flavor, but is enough to make you taste it. The toffee is super crunchy and in big prices scattered throughout!",,,,
bj,24_bj,Former fan,2020-09-09,1,Still so disappointing,1.0,0.0,"Coffee Heath Bar used to be my absolute favorite ice cream and for years I bought it to the exclusion of everything else. Since the formula changed I've tried the ""new flavor"" (I get it, ""not a replacement"", sure) a few times and am always SO DISAPPOINTED. The toffee has a weird plastic-y texture and metallic aftertaste. This all natural non-GMO toffee tastes more fake than the good old Heath Bars ever did. And still missing is the absolute best part of the old flavor - the way the Heath Bars would melt a little into the ice cream leaving delicious gooey envelopes around the crunchy candy pieces. How long is B&J's Quality Assurance Team going to ""review"" all this negative feedback before they make a change? At least admit you aren't going to do anything, then I can just give up on it altogether.",,,,
bj,24_bj,Bells,2020-03-12,5,My all time favorite,1.0,0.0,"Honestly, I was shocked when I saw how poorly this rates on the website compared to most of Ben and Jerry's other flavors! I too loved Coffee Heath Bar Crunch, but this is a totally different product and I love it just as much. If you love toffee and coffee flavors, I think you'll enjoy this pint as much as I do. Just don't go in expecting Heath! This toffee reminds me more of a rich, handcrafted chocolate-covered toffee bar you'd find at a local chocolatiers shop. And it is so dang good.",,,,
bj,24_bj,poTATEogeek,2020-02-24,5,Underrated gem,2.0,0.0,"Yalls trippin if you think this ain’t the bomb. It’s got toffee, it’s got coffee, it’s smooth, creamy, has a great amount of toffee bits you can nibble on in between scoop sessions or you could save it for last. It doesn’t matter how you eat it it’s still one of the greatest ice cream creations ever to come out of a pint container and into your mouth.",,,,
bj,24_bj,Meme1028,2018-03-26,5,My favorite!,3.0,0.0,The perfect blend of sweet coffee flavor & toffee crunch! I just wish my local store would carry it more.,,,,
bj,24_bj,Emma,2017-06-25,5,Haters gonna hate,4.0,1.0,"Saw all the negative reviews and was honestly baffled (admittedly, I never had the Heath bar version). I love this ice cream! Toffee is perfectly crisp and didn't get stuck in my teeth (I was a little worried about that going in). And I love the rich coffee flavor of the ice cream.",,,,
bj,24_bj,Tammy75,2017-12-21,1,Awful!,3.0,0.0,Nothing like the previous flavor. Won't be buying this one anymore,,,,
bj,24_bj,JacquiD,2017-07-17,5,Better than the old HeathBar one!,3.0,3.0,"The Heath bar crunch was my favorite flavor. After reading all the negative reviews, I was quite nervous about trying the toffee bar crunch. However, the new version is amazing! The coffee flavor of the ice cream is rich and deep, the toffee pieces are huge, and although they are not Heath bars, the Toffee is incredible. It does have a slight molasses taste to it, which is why I think people are saying that it tastes burnt. It doesn't! I am so glad they made my favorite flavor even better!",,,,
bj,24_bj,FuzzyGut,2018-10-02,2,Tough call,2.0,1.0,"I hate posting anything other than a glowing review of Ben and Jerry’s ice cream, but this... yeah. The coffee ice cream base is excellent, like all their coffee bases, but the toffee, while plentiful, is dreadful! I never had it with the Heath Bars so I can’t compare them; I can only go on this new pint I bought but the toffee is really terrible! I couldn’t eat it, not worth the calories. I bet it was glorious with the other toffee because the coffee ice cream is delicious.",,,,
bj,24_bj,Kellbell,2020-06-27,5,My favorite!,1.0,0.0,"I tried this flavor my last month living in California and fell in love! It is the perfect amount of toffee and the coffee flavor is delicious. I never had the heath bar flavor that everyone seemed to love, but it makes me sad that everyone writes such poor reviews for this flavor. The poor reviews might make this flavor go away all together so please stop with the one stars! Since moving to Texas, I am completely unable to find this in any store in my area and am very sad.",,,,
bj,24_bj,FormerBandJfan,2019-11-23,1,A terrible substitute for Coffee Heath Bar Crunch,2.0,0.0,Please bring back Coffee Heath Bar Crunch. This flavor is a dreadful substitute and has made me lose my love of Ben & Jerry’s. Coffee Heath Bar was my favorite. I can hardly believe that switching out to this other toffee candy could downgrade this ice cream so dramatically. Please bring back Coffee Heath Bar Crunch!,,,,
bj,24_bj,Tarabara,2017-10-14,1,Sad,4.0,2.0,"I keep hoping b&j would listen to the feedback and change the recipe again, this used to be my absolute fave flavor but since they changed the recipe it’s no good. I haven’t met anyone who likes it now. So sad I’ll never have that delicious coffee heath bar crunch again.
Even if you can’t go back to original recipe, could you at least work on the current one and make it better??",,,,
bj,24_bj,Jeff,2017-05-30,1,What happened to Heath bar crunch,2.0,0.0,Just bought toffee bar crunch since I didn't see Heath bar crunch. Such a shame the new flavor was horrible compared to the original recipe. The vanilla ice cream was no longer thick and creamy and the toffee bar was terrible. No longer a Premium ice cream. Sorry B&J but I will not be buying anymore from you guys.,,,,
bj,24_bj,Coffee Ice cream Fan,2020-06-29,4,I thought this was pretty good!,0.0,0.0,"Now, CCBBB is my favorite ice cream flavor of all time. Can this replace CCBBB? Not in a million years. However, the local stores in my area do not carry pints of it, and the nearest Ben and Jerry's scoop shop is an hour away. I was craving coffee-flavored ice cream one day and saw Ben and Jerry's was really one of the only brands that DO sell coffee ice cream. So I tried this. I think it was pretty dang good I just wish there was more crunch in it. If you have a coffee ice cream kick and can't get your hands on CCBBB, this is a solid alternative to crush your craving.",,,,
bj,24_bj,IceCreamTruths,2018-05-10,5,I Could live off this deliciousness!,2.0,5.0,"I tasted this by accident. The store was out of the one I had been eating. It took a bite or two before it actually got me and “Oh Wow!” I was hooked. This is the most amazing ice cream I have ever had, hands DOWN! I could eat it every day in place of my meals. It’s that good!",,,,
bj,24_bj,Rafi,2018-08-31,1,Ruined With The new Toffee,3.0,1.0,"When this was Coffee Heath bar Crunch it was my absolute favorite flavor ever. I ate almost a pint a week. Since switching away from actual Heath Bar, the flavor is incredibly disappointing. The off brand toffee supplier is pretty bad. There's so much good toffee in the world... I don't understand how B&J managed to find a bad one. The flavor is ruined.",,,,
bj,24_bj,kiwisoup,2017-04-15,2,Not just the toffee bars have been changed.,3.0,1.0,"Used to eat this flavor all the time when it was Coffee Heath Bar Crunch. The coffee flavor ice cream barely tastes like coffee anymore. What did you do? Blech... tastes like watered-down stale coffee that was left on the burner too long. Usually I devour a pint, but this one has been sitting in the freezer for a week ahead I've tried eating it 3 times now.",,,,
bj,24_bj,LizzyD,2019-01-09,1,Being back the Heath bars!,2.0,0.0,I was so excited to remember how much i used to love this ice cream (formally of the Heath Bar variety). Then I dug into this new version. SO disappointed. It really is gross. Totally different texture and flavor. Overly sweet but bitter at the same time. Ya’ll need to reassess,,,,
